"versjon";"dagsorden_nummer";"fotnote";"id";"ikke_motedag_tekst";"kveldsmote";"merknad";"mote_dato_tid";"mote_rekkefolge";"mote_ting";"referat_id";"tilleggsdagsorden";"parl_session"
"1.3";"91";NA;"8945";NA;"ja";NA;"2010-06-08T10:00:00";"1";"storting";"s100608";NA;"2009-2010"
"1.3";"92";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8946";NA;"ikke_spesifisert";"- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2010-06-09T10:00:00";"1";"storting";"s100609";NA;"2009-2010"
"1.3";"93";NA;"8947";NA;"ja";NA;"2010-06-10T10:00:00";"1";"storting";"s100610";NA;"2009-2010"
"1.3";"94";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8948";NA;"ikke_spesifisert";"- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2010-06-11T10:00:00";"1";"storting";"s100611";NA;"2009-2010"
"1.3";"95";NA;"8949";NA;"ja";NA;"2010-06-14T10:00:00";"1";"storting";"s100614";NA;"2009-2010"
"1.3";"96";"Formiddagsmøtet vil bli forlenget til kl. 17.00";"8950";NA;"ja";"VEU-delegasjonen<BR>- <I>Paris</I>";"2010-06-15T10:00:00";"1";"storting";"s100615";NA;"2009-2010"
"1.3";"97";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8951";NA;"ikke_spesifisert";"<I>- Arrangementer for partigruppene<BR></I><BR><I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR></I><BR>VEU-delegasjonen<BR>- <I>Paris</I><BR>";"2010-06-16T10:00:00";"1";"storting";"s100616";NA;"2009-2010"
"1.3";"98";"Formiddagsmøtet vil bli forlenget til kl. 17.00";"8952";NA;"ja";"VEU-delegasjonen<BR>- <I>Paris</I><BR>";"2010-06-17T10:00:00";"1";"storting";"s100617";NA;"2009-2010"
"1.3";"99";"Vil bli foreslått behandlet etter dagsorden nr. 98";"8954";NA;"ja";NA;"2010-06-17T10:00:00";"2";"storting";"s100617";NA;"2009-2010"
"1.3";"100";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8953";NA;"ikke_spesifisert";"<I>- Siste møtedag i vårsesjonen<BR><BR>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR></I>";"2010-06-18T09:00:00";"1";"storting";"s100618";NA;"2009-2010"
"1.3";"101";NA;"8955";NA;"ikke_spesifisert";"<I>- Kontrollhøring i kontroll- og konstitusjonskomiteen, høringsrom K-210  i sak om Forsvarets bruk av midler under Norwegian Battle Lab  and Experimentation (NOBLE), kl. 09.00- 12.10 og kl. 14.15-20.30.<BR></I>";"2010-09-30T13:00:00";"1";"storting";"s100930";NA;"2009-2010"
"1.3";"1";NA;"8956";NA;"ikke_spesifisert";"<I>- Gudstjeneste i Oslo Domkirke kl. 17.00 i anledning Stortingets åpning</I>";"2010-10-01T13:00:00";"1";"storting";"s101001";NA;"2010-2011"
"1.3";"2";NA;"8957";NA;"ikke_spesifisert";NA;"2010-10-02T13:00:00";"1";"storting";"s101002";NA;"2010-2011"
"1.3";"3";NA;"8958";NA;"ja";"IPU-delegasjonen<BR>- <I>Geneve</I><BR><BR>Europarådet<BR><I>- Strasbourg<BR></I><BR>";"2010-10-04T10:00:00";"1";"storting";"s101004";NA;"2010-2011"
"1.3";"4";NA;"8959";NA;"ikke_spesifisert";"IPU-delegasjonen<BR>- <I>Geneve</I><BR><BR>Europarådet<BR><I>- Strasbourg<BR></I>";"2010-10-05T10:00:00";"1";"storting";"s101005";NA;"2010-2011"
"1.3";"5";NA;"8960";NA;"ikke_spesifisert";"Europarådet<BR><I>- Strasbourg<BR></I>";"2010-10-06T10:00:00";"1";"storting";"s101006";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"- Grunnlovsseminar i Stortinget <BR><BR>Europarådet<BR><I>- Strasbourg<BR></I>";"2010-10-07T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Europarådet<BR><I>- Strasbourg<BR></I>";"2010-10-08T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"6";NA;"8961";NA;"ikke_spesifisert";"<I>- <B>Møte mellom Presidentskapet og komitelederne kl. 13.00 i Store konferanserom (S-447)</B> om henholdsvis fordeling av budsjett-kapitler på komiteer og ramme-områder, og om terminliste for budsjettbehandlingen<BR>(jf. FO § 22 tredje ledd<B>)</B></I><BR><BR><I>- Kontrollhøring i kontroll- og konstitusjonskomiteen, høringsrom K-210 om Riksrevisjonens undersøkelse av politiets innsats mot organisert kriminalitet (Dokument 3:10 (2009-2010)), kl. 09.00-11.10 og kl. 16.15-19.35.</I><BR><BR>";"2010-10-11T12:00:00";"1";"storting";"s101011";NA;"2010-2011"
"1.3";"7";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8962";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formid-<BR>dagsmøtet om nødvendig fortsetter utover reglements-<BR>messig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2010-10-12T10:00:00";"1";"storting";"s101012";NA;"2010-2011"
"1.3";"8";NA;"8963";NA;"ikke_spesifisert";NA;"2010-10-13T10:00:00";"1";"storting";"s101013";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"<I>Kontrollhøring i kontroll- og konstitusjonskomiteen, høringsrom K-210  i sak om Forsvarets bruk av midler under Norwegian Battle Lab and Experimentation (NOBLE), kl. 10.15-14.30.<BR>";"2010-10-14T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"9";NA;"8964";NA;"ikke_spesifisert";NA;"2010-10-20T10:00:00";"1";"storting";"s101020";NA;"2010-2011"
"1.3";"10";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8965";NA;"ikke_spesifisert";"<I>- Kongens middag for Stortinget<BR><BR>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2010-10-21T10:00:00";"1";"storting";"s101021";NA;"2010-2011"
"1.3";"11";NA;"8966";NA;"ikke_spesifisert";NA;"2010-10-22T10:00:00";"1";"storting";"s101022";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"<I>- Kontrollhøring i kontroll- og konstitusjonskommiteen om statsråd Liv Signe Navarsetes og statsråd Terje Riis-Johansens forhold til inhabilitet i forbindelse med pengegaver til Senterpartiet  tirsdag 26. oktober 2010 kl. 10.00 - 12.50<BR></I>";"2010-10-26T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"12";NA;"8967";NA;"ikke_spesifisert";NA;"2010-10-27T10:00:00";"1";"storting";"s101027";NA;"2010-2011"
"1.3";"13";NA;"8968";NA;"ja";NA;"2010-10-28T10:00:00";"1";"storting";"s101028";NA;"2010-2011"
"1.3";"14";NA;"8969";NA;"ikke_spesifisert";NA;"2010-10-29T10:00:00";"1";"storting";"s101029";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds sesjon<BR><I>- Island";"2010-11-01T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds sesjon<BR><I>- Island<BR></I>";"2010-11-02T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds sesjon<BR><I>- Island<BR></I>";"2010-11-03T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds sesjon<BR><I>- Island<BR></I>";"2010-11-04T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"15";NA;"8970";NA;"ikke_spesifisert";NA;"2010-11-10T10:00:00";"1";"storting";"s101110";NA;"2010-2011"
"1.3";"16";NA;"8971";NA;"ikke_spesifisert";NA;"2010-11-11T10:00:00";"1";"storting";"s101111";NA;"2010-2011"
"1.3";"17";NA;"8972";NA;"ikke_spesifisert";"Nato-parlamentariker-delegasjon<BR><I>- Warszaw</I>a";"2010-11-12T10:00:00";"1";"storting";"s101112";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nato-parlamentariker-delegasjon<BR><I>- Warszaw</I>a<BR>";"2010-11-13T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nato-parlamentariker-delegasjon<BR><I>- Warszaw</I>a<BR>";"2010-11-14T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nato-parlamentariker-delegasjon<BR><I>- Warszaw</I>a<BR>";"2010-11-15T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"18";NA;"8973";NA;"ja";"Nato-parlamentariker-delegasjon<BR><I>- Warszaw</I>a<BR><BR>Den arktiske parlamentariker-komiteen <BR><I>- Ottawa  </I>            <BR>";"2010-11-16T10:00:00";"1";"storting";"s101116";NA;"2010-2011"
"1.3";"19";NA;"8974";NA;"ikke_spesifisert";NA;"2010-11-17T10:00:00";"1";"storting";"s101117";NA;"2010-2011"
"1.3";"20";NA;"8975";NA;"ja";NA;"2010-11-18T10:00:00";"1";"storting";"s101118";NA;"2010-2011"
"1.3";"21";NA;"8976";NA;"ikke_spesifisert";NA;"2010-11-19T10:00:00";"1";"storting";"s101119";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"EFTA/EØS-delegasjonen<BR><I>- Brussel/Geneve</I>";"2010-11-22T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"22";NA;"8977";NA;"ja";"EFTA/EØS-delegasjonen<BR><I>- Brussel/Geneve</I><BR>";"2010-11-23T10:00:00";"1";"storting";"s101123";NA;"2010-2011"
"1.3";"23";NA;"8978";NA;"ja";"EFTA/EØS-delegasjonen<BR><I>- Strasbourg</I><BR>";"2010-11-24T10:00:00";"1";"storting";"s101124";NA;"2010-2011"
"1.3";"24";NA;"8979";NA;"ja";"EFTA/EØS-delegasjonen<BR><I>- Strasbourg</I><BR><BR>";"2010-11-25T10:00:00";"1";"storting";"s101125";NA;"2010-2011"
"1.3";"25";NA;"8980";NA;"ikke_spesifisert";NA;"2010-11-26T10:00:00";"1";"storting";"s101126";NA;"2010-2011"
"1.3";"26";NA;"8981";NA;"ja";"VEU-delegasjonen<BR><I>- Paris</I>";"2010-11-30T10:00:00";"1";"storting";"s101130";NA;"2010-2011"
"1.3";"27";NA;"8982";NA;"ikke_spesifisert";"VEU-delegasjonen<BR><I>- Paris</I><BR>";"2010-12-01T10:00:00";"1";"storting";"s101201";NA;"2010-2011"
"1.3";"28";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8983";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR></I><BR>VEU-delegasjonen<BR><I>- Paris</I><BR>";"2010-12-02T10:00:00";"1";"storting";"s101202";NA;"2010-2011"
"1.3";"29";NA;"8984";NA;"ikke_spesifisert";NA;"2010-12-03T09:00:00";"1";"storting";"s101203";NA;"2010-2011"
"1.3";"30";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8990";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-06T12:00:00";"1";"storting";"s101206";NA;"2010-2011"
"1.3";"31";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8986";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-07T10:00:00";"1";"storting";"s101207";NA;"2010-2011"
"1.3";"32";NA;"8987";NA;"ja";"<I>- Ordin&aelig;re pause mellom kl. 16.00 og 18.00";"2010-12-08T10:00:00";"1";"storting";"s101208";NA;"2010-2011"
"1.3";"33";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8988";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-09T10:00:00";"1";"storting";"s101209";NA;"2010-2011"
"1.3";"34";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet avbrytes kl. 12.15 og settes igjen kl. 15.30 pga. utdelingen av Nobels fredspris. Det vil også bli foreslått av formiddagsmøtet fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8989";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet avbrytes kl. 12.15 og settes igjen kl. 15.30 pga. utdelingen av Nobels fredspris.<BR>- Det vil også bli foreslått av formiddagsmøtet fortsetter utover reglementsmessig tid  kl. 16.00 til dagens kart er ferdigbehandlet";"2010-12-10T09:00:00";"1";"storting";"s101210";NA;"2010-2011"
"1.3";"35";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig avbrytes kl. 13.45 og settes igjen kl. 16.00 pga. Stortingets julelunsj. Det vil også bli foreslått av formiddagsmøtet fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet.

";"8991";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig avbrytes kl. 13.45 og settes igjen kl. 16.00 pga. Stortingets julelunsj.  <BR>- Det vil også bli foreslått av formiddagsmøtet fortsetter utover reglementsmessig tid  kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-13T10:00:00";"1";"storting";"s101213";NA;"2010-2011"
"1.3";"36";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet.";"8992";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-14T10:00:00";"1";"storting";"s101214";NA;"2010-2011"
"1.3";"37";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8993";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formid-<BR>dagsmøtet om nødvendig fortsetter utover reglements-<BR>messig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR><BR>- Julearrangementer for partigruppene";"2010-12-15T10:00:00";"1";"storting";"s101215";NA;"2010-2011"
"1.3";"38";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8994";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2010-12-16T10:00:00";"1";"storting";"s101216";NA;"2010-2011"
"1.3";"39";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8995";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR><BR><BR>- Siste møtedag i høstsesjonen</I>";"2010-12-17T09:00:00";"1";"storting";"s101217";NA;"2010-2011"
"1.3";"-1";NA;"-1";"Julaften";"ikke_spesifisert";NA;"2010-12-24T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";"Juledag";"ikke_spesifisert";NA;"2010-12-25T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";"2. juledag";"ikke_spesifisert";NA;"2010-12-26T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";"Nyttårsaften";"ikke_spesifisert";NA;"2010-12-31T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";"Nyttårsdag";"ikke_spesifisert";NA;"2011-01-01T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"40";NA;"8996";NA;"ikke_spesifisert";"<I>- Første møtedag i vårsesjonen<BR><BR>- Besøk i Høyesterett kl. 14.00";"2011-01-11T10:00:00";"1";"storting";"s110111";NA;"2010-2011"
"1.3";"41";NA;"8997";NA;"ikke_spesifisert";NA;"2011-01-12T10:00:00";"1";"storting";"s110112";NA;"2010-2011"
"1.3";"42";NA;"8998";NA;"ikke_spesifisert";"- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2011-01-13T10:00:00";"1";"storting";"s110113";NA;"2010-2011"
"1.3";"43";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"8999";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2011-01-17T12:00:00";"1";"storting";"s110117";NA;"2010-2011"
"1.3";"44";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"9000";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2011-01-18T10:00:00";"1";"storting";"s110118";NA;"2010-2011"
"1.3";"45";NA;"9001";NA;"ikke_spesifisert";NA;"2011-01-19T10:00:00";"1";"storting";"s110119";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"<I>- Gruppeseminar";"2011-01-20T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"<I>- Gruppeseminar";"2011-01-21T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Europarådet<BR><I>- Strasbourg";"2011-01-24T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds delegasjon<BR><I>- Finland<BR><BR></I>Europarådet<BR><I>- Strasbourg<BR><BR></I>";"2011-01-25T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Nordisk Råds delegasjon<BR><I>- Finland<BR><BR></I>Europarådet<BR><I>- Strasbourg<BR><BR></I>";"2011-01-26T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Europarådet<BR><I>- Strasbourg<BR></I>";"2011-01-27T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Europarådet<BR><I>- Strasbourg<BR></I>";"2011-01-28T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"46";NA;"9002";NA;"ikke_spesifisert";NA;"2011-02-01T10:00:00";"1";"storting";"s110201";NA;"2010-2011"
"1.3";"47";NA;"9003";NA;"ikke_spesifisert";NA;"2011-02-02T10:00:00";"1";"storting";"s110202";NA;"2010-2011"
"1.3";"48";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"9004";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"2011-02-03T10:00:00";"1";"storting";"s110203";NA;"2010-2011"
"1.3";"49";NA;"9005";NA;"ikke_spesifisert";NA;"2011-02-08T10:00:00";"1";"storting";"s110208";NA;"2010-2011"
"1.3";"50";NA;"9006";NA;"ikke_spesifisert";NA;"2011-02-09T10:00:00";"1";"storting";"s110209";NA;"2010-2011"
"1.3";"51";"Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet";"9007";NA;"ikke_spesifisert";"<I>- Ved møtets begynnelse vil presidenten foreslå at formiddagsmøtet om nødvendig fortsetter utover reglementsmessig tid kl. 16.00 til dagens kart er ferdigbehandlet<BR>";"2011-02-10T10:00:00";"1";"storting";"s110210";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"<I>- Åpen kontrollhøring om Statens eierpolitikk og lederlønn, jf. Dokument 3:2 (2010-2011)";"2011-02-11T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"52";NA;"9008";NA;"ikke_spesifisert";NA;"2011-02-15T10:00:00";"1";"storting";"s110215";NA;"2010-2011"
"1.3";"53";NA;"9009";NA;"ikke_spesifisert";NA;"2011-02-16T10:00:00";"1";"storting";"s110216";NA;"2010-2011"
"1.3";"54";NA;"9010";NA;"ikke_spesifisert";"<I>- Seminar om lovgivning og rettsinformasjon i Lagtingssalen kl. 13.00-16.00";"2011-02-17T10:00:00";"1";"storting";"s110217";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"NATO-parlamentariker-delegasjon<BR><I>- Brussel";"2011-02-20T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"EFTA/EØS-delegasjonen<BR><I>- Brussel<BR><BR></I>NATO-parlamentariker-delegasjon<BR><I>- Brussel<BR>";"2011-02-21T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"55";NA;"9011";NA;"ja";"Den arktiske parlamentariker-komiteen ”Andre Nordlige Dimensjons Parlamentariske Forum”. <BR><I>- Tromsø  </I>            <BR><BR>NATO-parlamentariker-delegasjon<BR><I>- Brussel<BR></I>";"2011-02-22T10:00:00";"1";"storting";"s110222";NA;"2010-2011"
"1.3";"56";NA;"9012";NA;"ikke_spesifisert";"Den arktiske parlamentariker-komiteen ”Andre Nordlige Dimensjons Parlamentariske Forum”. <BR><I>- Tromsø  </I>            <BR><BR>";"2011-02-23T10:00:00";"1";"storting";"s110223";NA;"2010-2011"
"1.3";"57";NA;"9013";NA;"ikke_spesifisert";"<I>- Møtet fortsetter utover kl. 16.00 til dagens kart er <BR>ferdigbehandlet<BR></I><BR><BR>OSSE<BR><I>- Wien</I>";"2011-02-24T10:00:00";"1";"storting";"s110224";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"OSSE<BR><I>- Wien</I><BR>";"2011-02-25T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Regjeringens budsjett-konferanse<BR>- <I>Thorbjørnrud</I><BR>";"2011-03-06T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Regjeringens budsjett-konferanse<BR>- <I>Thorbjørnrud</I><BR>";"2011-03-07T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Regjeringens budsjett-konferanse<BR>- <I>Thorbjørnrud</I><BR><I>";"2011-03-08T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"58";NA;"9014";NA;"ikke_spesifisert";NA;"2011-03-09T10:00:00";"1";"storting";"s110309";NA;"2010-2011"
"1.3";"59";NA;"9015";NA;"ja";NA;"2011-03-10T10:00:00";"1";"storting";"s110310";NA;"2010-2011"
"1.3";"60";NA;"9016";NA;"ikke_spesifisert";NA;"2011-03-11T09:00:00";"1";"storting";"s110311";NA;"2010-2011"
"1.3";"61";"Møtet fortsetter utover kl. 16.00 til dagens kart er ferdigbehandlet";"9017";NA;"ikke_spesifisert";"<I>- Møtet fortsetter utover <BR>kl. 16.00 til dagens kart er <BR>ferdigbehandlet</I>";"2011-03-14T12:00:00";"1";"storting";"s110314";NA;"2010-2011"
"1.3";"62";NA;"9018";NA;"ikke_spesifisert";NA;"2011-03-15T10:00:00";"1";"storting";"s110315";NA;"2010-2011"
"1.3";"63";NA;"9019";NA;"ikke_spesifisert";"<I>- 100-årsmarkering av Anna Rogstad - første kvinnelige stortingsrepresentant - i Vandrehallen kl. 13.30-15.00";"2011-03-16T10:00:00";"1";"storting";"s110316";NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Senterpartiets landsmøte <BR><I>- V&aelig;rnes<BR><BR></I>";"2011-03-17T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Senterpartiets landsmøte <BR><I>- V&aelig;rnes<BR><BR></I>";"2011-03-18T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
"1.3";"-1";NA;"-1";NA;"ikke_spesifisert";"Senterpartiets landsmøte <BR><I>- V&aelig;rnes<BR><BR></I>";"2011-03-19T00:00:00";"1";"ikke_spesifisert";NA;NA;"2010-2011"
